PID	Status	Label
335	0	com.apple.dmd
-	0	com.apple.mbuseragent
1227	-9	com.apple.security.cloudkeychainproxy3
265	0	com.apple.UserEventAgent-Aqua
375	0	com.apple.followupd
-	0	com.apple.ReportPanic
280	0	com.apple.identityservicesd
408	0	com.apple.telephonyutilities.callservicesd
-	0	com.apple.DwellControl
-	0	com.apple.iTunesHelper.launcher
-	0	com.apple.security.DiskUnmountWatcher
-	-9	com.apple.CoreLocationAgent
643	0	com.apple.ActivityMonitor.1340
-	0	com.apple.security.agent
-	0	com.apple.cfnetwork.AuthBrokerAgent
341	0	com.apple.cloudpaird
442	0	com.apple.storedownloadd
-	0	com.apple.coreparsec.silhouette
283	0	com.apple.coreservices.sharedfilelistd
278	0	com.apple.pboard
-	0	com.apple.nowplayingtouchui
-	0	com.apple.MobileAccessoryUpdater.fudHelperAgent
-	0	com.apple.reversetemplated
-	0	com.apple.SafariCloudHistoryPushAgent
-	0	com.apple.AskPermissionUI
-	0	com.apple.thermaltrap
274	0	com.apple.rapportd
-	0	com.apple.SoftwareUpdateNotificationManager
-	0	com.apple.accounts.dom
-	0	com.apple.metadata.mdflagwriter
458	0	com.apple.DictionaryServiceHelper
-	0	com.apple.speech.speechsynthesisd
-	0	com.apple.mdworker.shared
-	0	com.apple.installandsetup.migrationhelper.user
470	0	com.apple.mdworker.shared.0C000000-0000-0000-0000-000000000000
390	0	com.apple.SafeEjectGPUService
355	0	com.apple.imdpersistence.IMDPersistenceAgent
-	0	com.apple.TrustEvaluationAgent
-	0	com.apple.tiswitcher
-	0	com.apple.preference.displays.MirrorDisplays
1251	-9	com.apple.accountsd
1261	0	com.apple.cdpd
331	0	com.apple.routined
-	0	com.apple.storelegacy
-	0	com.apple.OSDUIHelper
429	0	com.apple.audio.AudioComponentRegistrar
487	0	com.apple.AssetCacheLocatorService
403	0	com.apple.locationmenu
-	-9	com.apple.videosubscriptionsd
356	0	com.apple.pbs
307	0	com.apple.notificationcenterui.agent
1119	0	com.apple.protectedcloudstorage.protectedcloudkeysyncing
336	0	com.apple.imklaunchagent
-	0	com.apple.bluetooth.PacketLogger
-	0	com.apple.imcore.imtransferagent
-	0	com.apple.btsa
337	0	com.apple.icdd
1262	0	com.apple.EscrowSecurityAlert
382	0	com.apple.metadata.mdwrite
-	0	com.apple.loginwindow.LWWeeklyMessageTracer
325	0	com.apple.CalendarAgent
-	0	com.apple.securityuploadd
-	0	com.apple.RapportUIAgent
-	0	com.apple.siriknowledged
-	0	com.apple.powerchime
310	0	com.apple.sharingd
-	0	com.apple.iCloudUserNotificationsd
446	0	com.apple.storeassetd
376	0	com.apple.familycircled
-	0	com.apple.FontRegistryUIAgent
-	0	com.apple.ReportCrash.Self
342	0	com.apple.imagent
-	0	com.apple.sidecar-relay
488	0	com.apple.photoanalysisd
-	0	com.apple.syncservices.SyncServer
-	0	com.apple.imautomatichistorydeletionagent
1237	-9	com.apple.SystemUIServer.agent
-	0	com.apple.ATS.FontValidatorConduit
269	0	com.apple.talagent
453	0	com.apple.suggestd
-	0	com.apple.navd
1229	-9	com.apple.RemoteDesktop.agent
-	0	com.apple.VoiceOver
-	0	com.apple.AssistiveControl
361	0	com.apple.icloud.fmfd
468	0	com.apple.mdworker.shared.0F000000-0000-0000-0000-000000000000
383	0	com.apple.mdworker.shared.00000000-0000-0000-0000-000000000000
-	0	com.apple.mdworker.32bit
1259	-9	com.apple.secd
412	0	com.apple.hiservices-xpcservice
-	0	com.apple.BKAgentService
-	0	com.apple.cvmsCompAgent_x86_64_1
-	0	com.apple.tencentweibo.xpc
-	0	com.apple.cvmsCompAgent_i386_1
-	0	com.apple.FCiCloudPrefUpdater
-	0	com.apple.cvmsCompAgent3600_i386
410	0	com.apple.assistantd
1244	-9	com.apple.studentd
-	0	com.apple.FollowUpUI
-	0	com.apple.videoconference.camera
-	0	com.apple.corespotlightservice
-	0	com.apple.uikitsystemapp
-	0	com.apple.controlstrip
-	0	com.apple.mediaanalysisd
-	0	com.apple.isst
-	0	com.apple.DiskArbitrationAgent
485	0	com.apple.scopedbookmarksagent.xpc
531	0	com.apple.ReportCrash
-	0	com.apple.UsageTrackingAgent
-	0	com.apple.Maps.mapspushd
-	0	com.apple.voicememod
-	0	com.apple.gamed
-	0	com.apple.STMUIHelper
340	0	com.apple.knowledge-agent
-	0	com.apple.midiserver
286	0	com.apple.backgroundtaskmanagementagent
-	0	com.apple.mobiledeviceupdater
-	0	com.apple.helpd
-	0	com.apple.quicklook.ui.helper
387	0	com.apple.wifi.WiFiAgent
-	0	com.apple.screensharing.MessagesAgent
-	0	com.apple.diskspaced
-	0	com.apple.passd
-	0	com.apple.DictationIM
-	0	com.apple.mdmclient.agent
1270	0	com.apple.iCloudHelper
469	0	com.apple.mdworker.shared.0D000000-0000-0000-0000-000000000000
-	0	com.apple.iBooksX.CacheDelete
-	0	com.apple.cvmsCompAgent3425AMD_x86_64
-	0	com.apple.storeinstallagent
-	0	com.apple.linkedin.xpc
-	0	com.apple.security.XPCKeychainSandboxCheck
-	0	com.apple.mdworker.single
-	0	com.apple.twitter.xpc
261	0	com.apple.CoreAuthentication.agent
-	0	com.apple.syncdefaultsd
330	0	com.apple.corespeechd
394	0	com.apple.fileprovider.fileproviderd
-	0	com.apple.scrod
730	0	com.apple.spindump_agent
-	0	com.apple.softwareupdate_notify_agent
1263	0	com.apple.security.keychain-circle-notification
-	0	com.apple.icloud.findmydeviced.findmydevice-user-agent
-	0	com.apple.ap.adservicesd
-	0	com.apple.AirPortBaseStationAgent
268	0	com.apple.universalaccessd
-	0	com.apple.appstoreupdateagent
-	0	com.apple.neagent
-	0	com.apple.SafariLaunchAgent
-	0	com.apple.idsfoundation.IDSRemoteURLConnectionAgent
-	0	com.apple.recentsd
567	0	com.apple.WiFiVelocityAgent
304	0	com.apple.usernoted
-	0	com.apple.SafariPlugInUpdateNotifier
-	0	com.apple.AddressBook.abd
-	0	com.apple.ScreenReaderUIServer
338	0	com.dosdude1.PatchUpdater
-	0	com.apple.swcd
1230	-9	com.apple.AirPlayUIAgent
510	0	com.apple.assertiond
-	0	com.apple.safaridavclient
452	0	com.apple.corespotlightd
-	0	com.apple.netauth.user.gui
287	0	com.apple.xtyped
-	0	com.apple.TMHelperAgent
299	0	com.apple.Spotlight
424	0	com.apple.appstoreagent
1106	-9	com.apple.soagent
-	0	com.apple.accessibility.heard
-	0	com.apple.accessibility.mediaaccessibilityd
-	0	com.apple.cvmsCompAgent3425AMD_x86_64_1
-	0	com.apple.mdworker.sizing
-	0	com.apple.SpeechRecognitionCore.brokerd
-	0	com.apple.metadata.mdbulkimport
-	0	com.apple.iokit.IOServiceAuthorizeAgent
-	0	com.apple.Safari.History
-	0	com.apple.cvmsCompAgent3600_x86_64
-	0	com.apple.CoreRoutine.helperservice
267	0	com.apple.distnoted.xpc.agent
-	0	com.apple.cvmsCompAgent_i386
317	0	com.apple.geod
